id	docid	question	answer
5765431d645f3d1c9690381751a37cab	91a09cd035a2382c9907cddc19ebc677	习近平总书记关于社区防控工作的重要指示，明确了什么？	社区防控工作的基础地位、方法路径和政治保证
e6b3f774cfca36788219352069619797	e4c461ce0eaf3dae82e48fa1750d38b5	国家发改委从哪几个方面扩大口罩生产？	迅速组织企业恢复生产、大力推动企业扩能改造、保障全产业链协调运行等方面
8c91f674de77313f98ed410d9eccb4f4	fa00e87358973952ad1ce59a7be6c303	新疆采取什么举措解就业难题？	“线上”举措
b5db0fcf7ebf3b38952f6ad0191ad96c	827a7f0497573965910a5ad55d943dcf	上海市对于降低重症病例死亡率做了什么努力？	采取“一人一方案”的精细化诊疗模式，由高级别专家组专家全天密切跟踪病情变化，及时研判病情调整方案，全力以赴救治，尽最大努力降低病亡率。
a234b95528c8323ab87cb2f625fb1d15	4777e4789a74371ea031d19280c32421	广东税务提出的“三个逐一、三个优先”具体内容是什么？	逐一登记造册、逐一了解诉求、逐一辅导政策，优先落实减税降费政策、优先加快办理增值税留抵退税、优先核准延期缴纳税款，实行特事特办、一企一策等做法，确保新政策不折不扣惠及企业。
5d0f24b171783bc4becb8a6bcfb0098a	a302334afe223e6ebd2a4577dd914847	绍兴市住房公积金管理中心通过哪些渠道受理业务？	通过单位版网厅及“浙里办”APP、支付宝、浙江政务服务网、绍兴综合自助服务机等线上渠道
5605ddcb8c96394d88fc32ed84140378	77ed9ce9a3123f1e8cd8f85f7769fcd2	内江市近期去过武汉的人出现感染症状如何处理？	第一时间正确佩戴口罩，前往我市定点医院进行诊断。同时客观详尽告知医生近期到武汉等疫情较严重地区的旅行和居住史、以及与类似肺炎患者的接触史、动物接触史等情况。
26f02067bd2130ac935321b34463bc1c	ef97d270e4313825aefdad050cc6e4e9	海关总署如何全力保障防控物资快速通关？	全力保障进口药品、消毒物品、防护用品、救治器械等防控物资快速通关，各直属海关相关通关现场设立进口捐赠物资快速通关专门受理窗口和绿色通道，实施快速验放。 紧急情况下可先登记放行，再按规定补办相关手续。用于防控疫情的涉及国家进口药品管理准许证的医用物资，海关可凭医药主管部门的证明先予放行，后补办相关手续。
cbe940e0e0c1394182cc4965bbf1cfe0	fab5139b3e55354a910059d0f71292ee	救助机构对发热的生活无着的流浪乞讨人员采取了什么措施？	救助管理机构应当立即上报当地疫情防控指挥机构并按其规定和要求及时、妥善处置，同时上报主管民政部门和当地卫生健康部门
7f1fb11491193ffaa2557d1e7ad5e5cc	8c4baaeceaa93a1d9d3b9ba54fa1a957	北京市到单位食堂就餐人员应如何做好自我防护？	就餐前按照“七步”洗手法规范洗手，坐下吃饭的最後一刻才脱口罩。 
fa894810002439f0b49d6bb4951b4446	34196184a3d234bca3386e50deec2f88	北京市危化品企业在复工复产前应如何开展风险排查？	在复产复工前，企业要组织全体员工开展安全隐患大排查，对厂区内所有的生产设备设施、安全设备设施、消防设施、电气设备、工艺管线、仪表、阀门、劳动防护用品、应急救援装备等进行全面排查和检验检测，严禁设备设施“带病”运行。检查发现的问题必须立即整改，满足复工的安全条件后，方可进行复工生产。要全面开展安全风险和较大危险因素辨识分析，尤其要强化对重大危险源、存在重大安全风险的生产装置（设备设施）、重点设备、易燃易爆等重点场所、危化品库房、实验室等重点部位以及企业自动化设备、安全仪表系统等重点设施的风险摸排，严格落实安全措施，有效管控安全风险。
d569c06d2710391991852ca5423ad504	4052555c179f3d87b2deca68e7e17a3d	四川省关于免费健康申报证明有效期至什么时候？	至新冠肺炎疫情解除为止
fbe1bcc20561334d8e65fe3af1b343c9	1aca7fffb59d3ae8aa3181f6dcff61e4	广西壮族自治区红十字会接收捐款账户信息是什么？	1.银行捐款（转账或直接存款） 开户名：广西壮族自治区红十字会 开户行：工商银行桃源支行 账 号：2102108009249007743 2.网络捐款 登录广西红十字会网站或微信搜索“广西红十字会”微信公众号，扫描二维码捐款
fb5b09d4583239038d85cbe077dff1a3	e52b842ab4493d3db086a5433ec32f26	泰州市为保障弱势群体十个从严期间的基本生活，从什么时间开始，开通爱心服务热线？	2月9日12时
0c3dfb68fed2312e87ef75e7cb196ba2	bf5232d58acd3bcc8eec1b3fe44685e7	大理市要求市民履行哪些义务？	任何单位、组织和个人，应当服从各级政府发布的防控疫情的决定、公告，自觉接受疾控机构、医疗机构、社区（村）采取的有关调查、检验、采集样本、隔离观察、隔离治疗等防控措施，主动如实报告病情、旅居史、密切接触人员等有关情况，不得迟报、漏报、瞒报、谎报
a7af0d67f5a232e6afbc7059dbf84d24	b2a1ec806fcf338ea25158dc89c7b530	江西省对疫情防控保障企业的贷款有何政策优惠？	给予75%的贴息支持，贴息期限不超过1年
50f75d419c5136aeb2d16a767d5c8579	f48bfeaccd8e3df8aff115eadb956bfb	内江市疫情防控工作中对建筑工地复工情况有哪些规定？	即日起至2020年2月9日24时前停止全市所有建筑工地复工，相关务工人员在复工前不得提前返回工地，确需开工的项目须经属地管理部门批准方可开工。
ff1b762cbb34397097aa5c82549092db	7f96e38114723fd49070116527fe47a6	财政部、税务总局公告2020年第9号对企业和个人通过公益性社会组织捐赠用于疫情的现金和物品如何计算税收？	允许在计算应纳税所得额时全额扣除。
f59ec03b826e30f9b8980361aeeba162	7d044d5693703c2f8c7773f0a48f4c79	湘潭受疫情影响的中小型企业的税收问题政府有什么措施？	减免困难企业税费。受疫情影响，导致中小企业正常生产经营活动受到重大影响，造成重大损失，缴纳房产税、城镇土地使用税确有困难的，可依法依规按程序申请房产税、城镇土地使用税困难减免。
3a2e6100d2a1362094c200ff75906223	488cbdda3a3a30dcb6c43c3bcc1c039c	无法登陆政务服务平台的用人单位和个人如何提交相关资料？	可以通过邮寄、传真等方式
333cb1f55d803ec98276c7077e9d3ae4	acffff48536e35729f0003992f2db564	河北省投资项目审批管理工作的在线平台出现问题了怎么办？	项目单位和各地、各部门审批人员使用在线平台时遇到问题，可随时拨打在线平台24小时服务电话（联系人：刘长友，联系电话：0311-88615047，18032925850），技术人员将在第一时间响应和解决。
114e73b6ba5d3283b55186e5f1ea906a	6c9477ad02d53dc6971ba9b1fba7721f	南充市“菜篮子”市长负责制落实情况的考核内容包括哪4个方面？	“菜篮子”产品生产能力、市场流通能力、质量安全监管能力、调控保障能力
f4ef1fc217343d899ae270da85eed6c3	aec738bbd7a730ef9b0f06ac32b09cce	重庆《支持新型冠状病毒肺炎疫情防控税费政策指引》涵盖了哪几个方面税费政策措施？	疫情防治人员、医疗救治服务、医疗物资供应、医疗援助捐赠、医疗创新研发、民生物资保障、企业复工复产、中小企业发展等八个方面
62852f34f10f3cb2b9fcc11ba724dbfc	40d0891165903db3869201750c7a0dd8	疫情期间如需要递交材料时深圳税务局如何处理？	纳税人可与区分局约定交付时间与方式
063555614f8a37ac914f2d543ab848fb	b11ff834b9083dd183f0438afe904cf4	河南省制定运输需求计划的内容包括什么？	内容包括农民工数量、农民工个人基本信息、出发时间、乘车方式等。
e7decf7bc82238f1a826d888ebcad5c8	7a644b4fdd023534aca9d0206bc8d439	打赢疫情防控阻击战的重要保障是什么？	确保疫情防控相关产品的供应、质量和安全
9293449ed37d3bc49ac6f6716eeccbc8	2ec70c304c6a3ddca4dbd717c3ae71fb	北京“抗击新型冠状病毒感染的肺炎疫情”募捐行动的捐赠方式有哪些？	1.微信、支付宝扫码捐款（北京青少年发展基金会收款二维码，微信、支付宝同码。转账时需备注“经开区+单位名称+捐赠者姓名”） 　　2.银行汇款 　　单位名称：北京青少年发展基金会 　　开户行：中国工商银行北京分行新街口支行 　　开票账号：0200002909014487051 
a394e1315a0b38e1abece29f9ef09900	b42d1675112436beb6d5cf659204f848	《请您监督》专栏是在哪个媒介上开设的？	长江云客户端
572e8ac38550381ab7df23d94bd4b859	c12467d90b333d618611b9e766bc03ae	北京市采取了哪些税费优惠措施支持复工复产？	受疫情影响较大的困难行业企业2020年度发生的亏损最长结转年限延长至8年。
2a2a5ed808863439a0ca6802bfc6897a	f149ca3953c4332688ab711bba0a16f1	北京市发布了哪些条例用来帮助企业健康发展？	 2月5日,北京市政府办公厅印发《关于应对新型冠状病毒感染的肺炎疫情影响促进中小微企业持续健康发展的若干措施》（京政办发〔2020〕7号）。2月8日,北京市经济和信息化局发布《关于贯彻落实<北京市人民政府办公厅关于应对新型冠状病毒感染的肺炎疫情影响促进中小微企业持续健康发展的若干措施>的具体措施》
0251317771f33e809e2e06e7a3ca91c2	fdfae2910346369a94570f0b0ddf5652	长三角铁路累计运送疫情防控物资多少吨？	1294吨。
7811e1bb255337879e431085de802912	283126490bd8391492f0bbd923f0b741	内蒙古对受疫情影响较大的中小企业在原有贷款利率水平有什么变化？	下浮10%左右
cc3a1591fa2432709bb333ac639ca82a	cccc825f202937dabdf7cfc8c40eb3b1	黑龙江省财政拨付的资金主要用于哪些方面？	用于省直相关医疗卫生单位参加疫情防控一线医务人员和防疫工作者的临时性工作补助
7307e5438dfb39289614be21d747b4e1	e0ce1197d0ce36cda85b58cac04713fe	温州瑞安电力企业如何通过电力大数据进行病毒防御工作？	通过核查采集系统中宾馆、酒店等场所的同期用电大数据，可以分析出是否在使用中央空调等设备，并以此开展现场排查，阻断病毒的传播隐患。
97058aca4bb23f4cb718c7d4bf7e6268	bec300f54f1036429bf4b940f8616353	新疆生产建设兵团财政局如何要求各级财政部门加快调度拨付资金？	地方各级财政部门要加强库款形势分析研判，有序规范组织资金调度，必要时可采取预拨、垫付等措施，优先保障疫情防控资金拨付。按照“急事急办、特事特办”的原则，协调人民银行、代理国库集中支付业务的商业银行、经办财政专户业务的商业银行等，开通资金支付绿色通道，及时足额支付预算安排的疫情防控资金。省级财政部门要密切关注各市县库款情况，督导疫情防控任务重、库款保障水平偏低的市县科学调度资金，并适时予以专项调度支持，切实保障基层疫情防控支出需要。
a1bc02e246e73bf990d054a1247d78ee	abe60017f5fb3146be51c7d1a9103004	重庆科技馆推出什么活动可以让市民看讲座，学知识？	网游科技馆
f3ff8e46b4e1376e9cb1f481f45db017	e20c6b9f0e7139f4802ea05fd9fc50f2	重庆市社保缴费如何“掌上办”？	通过“重庆税务”微信公众号、支付宝“重庆税务”城市服务、“渝快办”APP等多种线上渠道，办理申报选档、缴费、查询等业务。
2dc27b1d3c5436f1bf4121550d6d0260	164d698e7df03dfabde87e732dacf20d	成都推出的减税抗疫贷最多贷多少？	单户最高可贷500万元
f19a7303c3e4382abeb2a59917a9b276	de7aa754c0333de28b94a2efeac463c5	泰州市海陵区审批服务热线是多少？	86512345
05bd413d76fd3685bd62f0ce52fa6e31	471e251db9553181b5d44be8c3207910	老年人、慢性病患者的年度体检工作如何安排？	暂缓安排老年人、慢性病患者的年度体检工作，待疫情防控结束后，视情况逐步恢复相关工作
32aa4cc8f7be3514b3d3e8f24b53c822	d81403c52b61325280442cb1a159f608	重庆2月17日上午，全市疫情防控工作视频会议召开，市委书记、市疫情防控工作领导小组组长陈敏尔出席会议并讲话,讲话中他强调了什么？	要深入贯彻习近平总书记重要指示精神，切实增强抓好企业疫情防控的紧迫感责任感，进一步压实最严格的企业疫情防控措施、最严格的岗位责任制、最严格的督促检查工作，确保各类在产、复产企业运行有序可控，统筹抓好疫情防控和经济社会发展各项任务。
9f6e078d00ac3e609704aefd6856a5e4	3d7c3d9751e633b6a253eb12bcea09c1	国家发改委关于阶段性降价低企业用电成本的降价措施是什么？	自2020年2月1日起至6月30日止，电网企业在计收上述电力用户（含已参与市场交易用户）电费时，统一按原到户电价水平的95%结算。
1796e5904da63aaea2cc0003b8b53b03	2535db0dfb893739863c39c0cc124564	疫情防控系统将居民信息登记分为哪四种颜色进行管理？	红、橙、黄、绿四色
48a2ecc682743123b95ec5d000b78be2	d4cfc71da2053292888e98152cd4bcb9	教育部近日针对教师发出的通知内容？	要求各地各校有针对性做好疫情防控期间教师工作，明确教师承担在线教育教学、在线辅导答疑、作业批改等计入工作量，纳入绩效管理。
a4fa53bd105f3aa99722de35e2ccdaac	6488f3b3332b3995a4c60c7e3e3e9993	农业农村部要求各级农业农村部门应该如何做？	各级农业农村部门要立足疫情防控和“三农”工作实际以及农民群众的法治需求，将防控疫情专项法治宣传行动与“乡村振兴与普法守法”宣传教育活动有机结合，与农业综合行政执法有机结合，与专项执法行动有机结合，上下联动，共同做好防控疫情专项法治宣传工作。
3ebf0b802b3133eeb8e37eb276ca9e9a	78650c1a63273c31afa0a5e5f366f580	重庆市要求各级环保部门在企业复工前如何进行环境安全隐患排查？	指导企业开展突发环境事件隐患自查自改，并将隐患排查整治情况录入“重庆市突发环境事件风险管理系统”。同时，要求重点排查涉医疗废物产生和处置单位、化工企业、渉重金属企业、危险化学品、危险废物生产储存和处置单位、放射源使用单位、城镇污水处理厂、垃圾处理填埋场、养殖场等重点突发环境事件风险企业，对排查发现的问题和隐患，要立即进行整改，不得“带病”复产。 在指导企业落实好环保主体责任方面，要求企业复产复工时，必须确保环保责任人同步到岗到位，严格按照环评审批内容和排污许可内容生产排污，避免环境管理缺位。并针对可能存在的环境安全风险隐患采取切实可行防控措施，及时防范化解，确保复产复工不对环境安全构成威胁。 在项目审批上，要求各级环保部门认真执行项目审批绿色通道，即刻审批疫情防控相关项目、加速审批重大民生项目、豁免审批医用射线影像设备、简化审批危险废物经营许可、到期顺延危险废物处置资质。坚持简化流程，优化方式，特事特办。 此外，还要求各级环保部门指导企业开展环保设施自查，做好危险废物贮存、转移管理，以及夜间建筑施工噪声监管工作。要求各企业做好废水、废气处理设施运行管理，确保达标排放，若发生突发环境事件时，要第一时间启动应急预案，最大限度消除环境危害。 指导企业做好提前排查、防护措施、健康监测等准备
68e73631e62e3631af910950b69095ae	e9804217d8df364bb45fd70bf9e91ef7	中关村发布了什么领域的第三方技术服务平台？	生物健康领域
c146c825cda03377a4cd01cdd75d8c1a	ceb8f1c546a334e6b7622173420659fb	江西在疫情防控期间对处于失业状态且未达到领取失业保险金条件的参保人员给予多少补助金？	每人每月1000元
79ad11338d5d3a2a969d225608745fa6	5b727f9f477a37a89ab85999c94c0c8a	税务局对纳税人提供疫情防控物资运输收入如何征税？	免征增值税
c12f171db71e35e08eac2aa3828da030	c430472ef62538a29db9c5e94b249140	山东省各县（市、区）财政按上年补助额度的多少，来提前拨付2019年度病死猪无害化处理补助资金？	50%
535b87f145c13419bfa8c6b97d287016	588cbbd2aa7c3be2bb7f18b92e9832b3	2月16日，全国铁路预计发送旅客多少人次？	85万人
d570507167db3cffb443d5f24128da8d	5e9e4ad95e3a3569856a2378ab211ad6	自然人微信预约系统可在2月14日办理哪些业务？	自然人综合（信息变更、个人申报等）；发票代开（自然人代开发票）；双代业务（不动产销售、个人租赁）和房产交易涉税业务（减免备案、费用核实、特殊流程等）四大类业务
b0995e121ba23afb9a910083d60c5c22	2258b2b3f4c33a6f858e5f1bc1285eaa	漯河市如何加快企业复工，加快项目开工？	开展“点对点”精准帮扶，进一步优化程序、提高效率，加快扶贫企业复工，加快扶贫项目开工，确保3月份全面复工开工。
358f5c00a93e337b802b692f747ae106	4519298476cf3b7991cc069232a80c03	北京市人民政府办公厅采取什么措施减免中小微企业房租？	中小微企业承租京内市及区属国有企业房产从事生产经营活动，按照政府要求坚持营业或依照防疫规定关闭停业且不裁员、少裁员的，免收2月份房租；承租用于办公用房的，给予2月份租金50%的减免。对承租其他经营用房的，鼓励业主(房东)为租户减免租金，具体由双方协商解决。
4346589e3ae53775ac6373d421a3191a	6b95f45ee0bb31fb886f6870dbc363e2	国务院联防联控机制发出通知中对于文件和开会提出了什么要求？	精简文件，能合并的合并，能不发的不发；要少开会、开短会、开管用的会
c73aa9cb807a34c6957ea86ffa63ca5e	a684ba0ae6fb326d9a692bce77bc4bd8	重庆两江新区规上工业企业复工比例达到多少？	超过60%。
8025ab809aa23cee94331c2258a547b7	c88fa49719a13d0cba585fd6e298aaaf	微众银行“不还本只还息”政策延期了多长时间？	三个月
5394b58348ea3e03adc7e9c754e9b245	7713a840678e3915854525747fbec938	陕西出台了哪些政策组织贫困劳动力外出务工？	对务工人员自行返工有困难的，就近集中归并，统一送达；自行外出务工或到岗复工的，由人社部门落实交通补贴。
5172c64725423b6699c5a349c68e8c76	f3f76a371c2e3472b7a464e2d6ae18a7	如何加强对教师群体的疫情防控工作？	师生进入校门一律核验身份和检测体温，对发烧咳嗽者一律实行医学隔离观察，不服从管理者一律严肃处理。疫情防控期间，不得组织教师参加线下集中面授培训、集中职称评审、大型会议等集聚性活动，要按照当地防控要求从严从紧做好学校疫情防控需要返校教师的妥善安排，确保教师立足教育教学岗位助力打赢疫情防控阻击战
4715790dd53c38e184233dc27a87ce18	a1f4327438d439ad986ae98862593835	安徽省对新增就业岗位的小微企业给与补助的标准是什么？	按每人1000元标准给予补贴
4aa65ae6c3283f9daaca346ba7e6ada3	a1d9da2295be31fda25b56c36f2a10f7	重庆市哪些项目已于2月下旬复工？	蔡家嘉陵江大桥、快速路一纵线、轨道交通6号线支线二期项目
0c2cfbfb764b3d81ad8b2e646c13da43	7275b5a4e2d83259b4b27e1ba8b970cc	中央财政在测算分配2020年农业生产发展资金等转移支付时会向哪些地区倾斜？	湖北省等疫情防控重点地区
f37aec5047bc35f0b11629075e4695a8	7713a840678e3915854525747fbec938	陕西采取了哪些措施支持带贫企业开工复工？	对受疫情影响无力足额缴纳社会保险费的带贫市场主体，可缓缴养老保险、失业保险和工伤保险费，缓缴期最长6个月。对已使用贷款的或疫情期间贷款的，根据带贫规模按基准利率标准给予贴息支持，贴息期限不超过1年。对在疫情防控期间开工复工的，按照吸纳贫困户就业人数给予一次性生产补贴。 加快扶贫项目落地见效。对有利于尽快恢复生产、有利于疫情防控的项目优先使用财政扶贫专项资金和涉农整合资金，要简化程序，尽快开工建设。
3aaaa9f322d3324cba7708dda4a1c765	464f74edeb4039fdada0f27ef0585903	东营市对雇佣全日制大学生的企业有何补贴政策？	签订1年以上劳动合同并缴纳社会保险满1年的，在享受市政策的基础上，博士研究生给予每人一次性30000元人才补贴，硕士研究生和“双一流”高校本科毕业生分别给予每人一次性20000元、10000元人才补贴，非“”高校本科毕业生给予每人一次性5000元补贴。
14d41f3af7713ff3bb2571a519412a5b	8c4baaeceaa93a1d9d3b9ba54fa1a957	北京市单位食堂应如何安排在单位就餐工作？	食堂要科学合理安排用餐人员轮流就餐、错时就餐，提高用餐人员分散性。就餐期间要避免面对面就餐，尽量避免谈话交流并缩短就餐时间。也可以采用个人自带餐具，打餐後返回办公地点单独用餐的方式。 
6aa6a62d0164385cb72b3d58c9b66923	53e868fde8453c6ebb6048762ddddd89	本溪市如何减轻企业负担？	纾缓企业用能成本压力、减免中小企业房租、减免中小企业税费、延期交纳税款、建立重点企业帮扶机制
7720a6669164319586fe6164c339dc01	29ffcc0a6ab136cbb5d82d08e3c0ce13	驻天津滨海新区各金融机构及涉外企业可以通过哪个网站办理网上业务？	国务院政务服务网上办理系统（http://zwfw.safe.gov.cn/asone/）
5e2e6a416f8e37789217f5972f9af31a	112b40abac3e3320a9e539aacd487ca6	上海市如何处理新冠肺炎疫情科研攻关与临床救治的关系？	科研攻关首先为临床救治服务、为科学防控服务，切实把人民群众生命安全和身体健康放在第一位，把疫情防控中遇到的问题和困难作为科研攻关的当务之急。
d8640ed700f63788a31d9cab039371ef	16644a26ed0433ff926e6f505a1ba426	疫情期间，国家知识产权局拟定的专利商标受理工作的通知中提出什么建议？	从优先网上业务办理、调整面交面询等方面作出安排，以有效减少人员聚集，阻断疫情传播。
97f2dd747ff533b58b3646d92fb5d514	c095012efaa431339d0c0fb55ee14096	甘肃省针对配送车辆开辟的绿色通道是协调哪几个部门进行的？	公安、商务和城建等部门
1b0c5e8396313355a89b35f55ef0d485	953ddeec2d62333eb51e3897ded70bf1	《慈善捐赠物资免征进口税收暂行办法》免税范围增加了哪些？	国内有关政府部门、企事业单位、社会团体、个人以及来华或在华的外国公民从境外或海关特殊监管区域进口并直接捐赠；境内加工贸易企业捐赠。捐赠物资应直接用于防控疫情且符合前述第（1）项或《慈善捐赠物资免征进口税收暂行办法》规定。
8e595cc79f623ea1973c4d6aa8a97aad	5e4bee8661ee3c04ad01c67b875caba9	天津港集团连夜抢卸多少吨疫情防控物资？	432吨
356f7aa7f3b1390a8c556ab833bd7082	d81403c52b61325280442cb1a159f608	重庆2月17日上午，全市疫情防控工作视频会议召开，进一步研究部署全市什么工作？	在产、复产各类企业疫情防控工作
8fcd9d5dd4ff397e9e148a97fe5d18df	a8037b958e1b363b808c3e0eab26f625	吉林省长春市何时启用市民出行实名制登记系统？	2月12日
ebecb915a2a43306a165622f80a6f03c	84ebefb2a82f331c8abb605b401fd298	人社部对于高校毕业生就业手续办理采取哪些措施？	指导用人单位适当延长招聘时间、推迟签约录取工作、延长就业报到时间。公共就业和人才服务机构将通过信函、传真、网络等方式为高校毕业生办理就业协议签订、就业报到手续，并延长报到接收时间。
d0aca32358b93c3b98eca28ad2c7edf6	0d91ba904a9034de84dff5767c577774	重庆市对确诊病例患者按照什么原则发挥医疗资源集中效应？	集中患者、集中专家、集中资源、集中救治”
a924d8b57c833c3ebe4e6ad5dcc6b5bb	902851584a273dab8694f951d2a75718	上海市通过哪两张网助力疫情防控和企业有序复工？	 “一网通办”和“一网统管”
8acfb57e76113707a5ca300eec5c7d1b	8b12df735dcc37d7b19b3f5c3df32cab	北京市疫情期间医院可以向社会公开募集医疗物资吗?	医院不是慈善组织也不具有公开募捐资格，因此不能向社会公开募捐医疗物资。但医院参与抗击疫情这一重大公共卫生事件本身属于慈善活动的范畴，可以与具有公开募捐资格的慈善组织合作公开募捐，募集抗击疫情所需的款物。
2f166c573f023da7987c80abbc5e4b19	55b5962db93d37ffb17ec4707aaedc4d	大别山区域医疗中心什么时间正式启用？	1月28日
fd1122a00b2f33608973a90475d2ff97	08a8a04e79b6340b8d9586786b5a3e20	应急管理部向湖北省调拨的第三批救灾物资主要是用于什么方面？	群众转移安置和隔离观察，以及为方舱医院提供支持
95c895d3bc393fca8d1986394426b027	82ec03f2a72834868d6d29882a1c1df6	永达理保险经纪有限公司向湖北捐款多少钱？	苏州工业园区台企永达理保险经纪有限公司向湖北省慈善总会捐赠200万元。
8d1a5a24e1573d4f89fabd79bb57b61e	3cea60f595fd35278ecb98afcdebffd2	淮安市为台资企业提供哪些便利？	充分发挥小时台商服务热线、“服务”在线平台、“与台企同行”、“惠企直通车”、市台协等服务平台作用，及时收集、协调、解决台企台胞在生产、工作、生活中遇到的困难和问题。加强对在淮台商台胞的防疫指导，为在淮台商台胞提供医疗服务绿色通道。
368445e316a43c7ba2aad11c7fa415de	6e6b31fb3ed135c49d7192cd614e5c8d	上海海关对口罩类防护物资设置的“三优先”是什么？	优先审单、优先查验、优先放行
b4a3b63eb7e83d318dd9a8731a771891	dfc2ba1137f430cf9a1e7140b3d31cd4	天津市在推动企业复工复产中突出保运行是指什么？	是着眼市场经济稳步健康发展，逐步推动我市的重点产业有序复工
d76c40bf122533dcbcea3176d407c059	1a8b442bec123b2d9aea8aaa678f26db	内江市对于申请人因新型冠状病毒感染肺炎正在治疗、隔离期间等原因无法提交行政复议申请的采取什么措施？	根据《中华人民共和国行政复议法》第九条第二款“因不可抗力或者其他正当理由耽误法定申请期限的，申请期限自障碍消除之日起继续计算”的规定计算复议申请期限。 
986bae23ab833b22b00d8481b4fc753f	abceb7e0b5ff39d5abffd68a732145bf	北京市对于补贴小微企业研发成本有何规定？	对中关村国家自主创新示范区内的科技型小微企业，根据研发投入实际情况，给予每家最高不超过20万元的研发费用补助。
59990bade3493a66a4a01e6e8605c4f1	f6256ac2f3cf3f839be3f83c00b50738	湖北省省税务局已对相关涉税、涉费事项“非接触式”办理途径向社会进行了提示，详见可在什么地方了解？	详见省税务局网站http://hunan.chinatax.gov.cn/
